Nama Lokasi,Latitude,Longitude,Alamat,Deskripsi,Kategori,Kategori_ID,Confidence_Score,Manual_Review
GUNUNG SARI,-5.4596291,104.9742968,"GXRC+CXM, Gunungsari, Kec. Kedondong, Kabupaten Pesawaran, Lampung 35368 ",,alam,1,1.0,False
Pulau Mahitam,-5.5930945,105.244181,"C64V+QM7, Ketapang, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Kampoeng vietnam,-5.4157651,105.193383,"Jl. Wan Abdurrahman, Sumber Agung, Kec. Kemiling, Kota Bandar Lampung, Lampung 35156 ",,alam,1,1.0,True
Air Terjun Tirta Harapan Jaya,-5.54387,105.0995258,"F34X+FR2, Jl. Sinar Dua, Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Cahaya Tour Lampung Mepo wisata pulau,-5.587157,105.2278618,"Dermaga 4, Ketapang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Taman Andan Jejama,-5.3990588,105.0704235,"J32C+95F, Waylayap, Kec. Gedong Tataan, Kabupaten Pesawaran, Lampung 35366 ",,alam,1,1.0,False
PUNGKI PARK (Taman Wisata Edukasi),-5.4387353,105.0292624,"Way Harong, Way Lima, Kabupaten Pesawaran, Lampung 35366 ",,alam,1,1.0,False
Wisata puncak bukit kendeng,-5.6011768,105.0382076,"92XQ+G7G, Sumber Jaya, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Air Terjun Mandiri,-5.5218528,105.0831774,"F3HM+773, Bangun Rejo, Gn. Rejo, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Kolam Pemandian Wonotirto,-5.5666571,105.0855002,"C3MP+86, Pesawaran Indah, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Camping ground,-5.4215356,105.1421109,"H4HR+9RQ, Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35366 ",,alam,1,1.0,True
Lembah Bagedor,-5.4593621,105.1842863,"G5RM+7P3, Hurun, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,True
Rest area bukit cendana,-5.6054482,105.1235621,"94VF+RCF, Hanau Berak, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
ANJUNG PEKHABUT - wisata Alam viral,-5.4919318,104.9858248,"GX5P+68G, Kubu Batu, Kec. Way Khilau, Kabupaten Pesawaran, Lampung 35368 ",,alam,1,1.0,False
Hutan Mangrove Petengoran,-5.5686379,105.2401007,"C6JR+G2X, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Hidroponik Anjung Sikuk Pekondoh,-5.4203318,105.0380198,"RT./RW/RW.:/00200Keca, Pekondoh, Way Lima, Kabupaten Pesawaran, Lampung 00002 ",,alam,1,1.0,True
Kolam renang Batin Perwira Kusuma,-5.495402,105.039865,"G23Q+RW, Sinar Harapan, Kec. Kedondong, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,True
Air Terjun Cangkuang,-5.6161503,105.061699,"93M6+GMP, Wates Way Ratai, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Pasir Putih Lampung,-5.5302939,105.3575563,"Rangai Tri Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Sebalang,-5.584114,105.3803637,"Jl. Patih Canggih, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Tanjung Selaki,-5.5584962,105.3678869,"Tarahan, Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Marina Kalianda,-5.6818636,105.5156833,"Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Ketang,-5.7113763,105.5682214,"Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Cemara,-5.6857183,105.529603,"8G8H+4V5, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Tapak Kera,-5.6861917,105.5170519,"Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Kedu Kalianda,-5.722807,105.58097,"Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
"Pantai Masin, Kalianda, Lampung Selatan",-5.6849573,105.5590308,"8H85+2J6, Pantai Masin, Kec. Kalianda, Kabupaten Lampung Selatan, 35551 ",,alam,1,1.0,False
Pantai Selaki Tarahan,-5.5616278,105.3777521,"Tarahan, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Teluk Nipah Kalianda,-5.6693994,105.5026635,"Bulok, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Sapenan,-5.6703463,105.5357536,"Java Sea, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Semukuk,-5.7619913,105.5876704,"Jl. Pesisir, Pauh Tj. Iman, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
PANTAI MUARA INDAH SUAK,-5.6462449,105.4665915,"Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Pantai KeduWarna,-5.7185983,105.5770257,"Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Dermaga Bom Kalianda,-5.7432737,105.5882592,"Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,True
Pantai Setigi Heni,-5.7898231,105.5813092,"Canggung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35552 ",,alam,1,1.0,False
Kawasan Wisata Pantai Maja,-5.7551292,105.5858009,"Jl. Pesisir No.484, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Kedu Sinar Laut,-5.7238139,105.5817964,"Kalianda, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Merak Belantung,-5.6802532,105.5315013,"Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Indah Krakatoa,-5.6682567,105.5453361,"Jl. H. Abdul Muthalib, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Mutun,-5.5143696,105.2633118,Lampung ,,alam,1,1.0,False
Pantai Katibung,-5.6249901,105.419342,"Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Payang,-5.6836819,105.5311234,"Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Rio by the Beach,-5.6730313,105.5069796,"8GG4+QR, Bulok, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Pantai Sari Ringgung,-5.5575315,105.2521742,"Jl. Way Ratai No.KM. 14, Sidodadi, Teluk Pandan, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Pelangi Indah,-5.7215033,105.5801814,"7HHJ+93V, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Pandawa Surung Batang,-5.6086564,105.4022393,"9CR2+GVQ, Surung Batang, Tarahan, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai terjun karya tunggal,-5.6251826,105.4191771,"9CF9+WMF, Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Sudul,-5.6621144,105.485949,"8FQP+4C, Bulok, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Dermaga Suak Sidomulyo Lampung Selatan Indonesia,-5.6356852,105.4458882,"Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,True
Pantai cukuh perak,-5.6356875,105.4430625,"9C7V+P6, Suak, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Pantai Bagoes,-5.6674273,105.5548365,"8HM3+2WG, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pasir wisata pasir putih,-5.5275261,105.3540614,"F9F3+6PM, Jl. Lintas Sumatera, Rangai Tri Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,True
Pantai gucibatukapal Campingwisata beach nature,-5.7601491,105.5872019,"Jl. Pesisir, Maja, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Sebalang Eco Park,-5.5911428,105.3883327,"C95Q+G8W, Jl. Patih Canggih, Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
Pantai Banding Resort,-5.8113308,105.5944196,"5HQV+HG8, Desa, Banding, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552 ",,alam,1,1.0,False
Pantai Batu Ulay,-5.7096118,105.5672294,"Pantai Batu ulay Ketang, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Greasia,-5.5055737,105.3350687,,,alam,1,1.0,False
M Beach,-5.6670108,105.5416012,"Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Pesisir Kalianda,-5.7104827,105.5673768,"7HQ9+P83, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Wisata Setigi BATU Beach,-5.7848272,105.5840705,"Jl. Pesisir, Canggung, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552 ",,alam,1,1.0,False
Kalianda beach,-5.7278902,105.5849996,35551 ,,alam,1,1.0,False
Pantai Laguna Helau,-5.6987636,105.5566472,"8H24+FMR, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Kalapa,-5.5953485,105.3894404,"C93Q+VQ8, Jl. Patih Canggih, Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Pantai Munca Indah,-5.8027166,105.5838144,"Canti, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552 ",,alam,1,1.0,False
Pantai Klara Lampung,-5.5799026,105.2131419,"Jl. Way Ratai No.99, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Cantri,-5.5123374,105.2720941,"F7QC+3R9, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Bagus Beach Walk,-5.6675531,105.5545944,"8HM3+2WG, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
titian mutiara beach,-5.7812624,105.5806715,"6H9J+F7V, Jl. Pesisir, Kalianda, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35552 ",,alam,1,1.0,False
Gerbang Pantai Bagus Merakbelantung,-5.6659032,105.5543225,"8HM3+JPP, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Lost Island Elty Krakatoa Kalianda,-5.6739592,105.5345681,"Kawasan Krakatoa Kalian Resort, Jalan transt Sumatera KM. 45, Blantung, Kalianda, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
SAMUKUK INDAH BEACH,-5.7615583,105.5831978,"6HQM+97G, Pauh Tj. Iman, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai glodok,-5.6383995,105.447239,"9C6W+JVX, Suak ",,alam,1,1.0,False
Pantai Dewi Mandapa Pesawaran,-5.5723783,105.2436664,"Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Aurora Beach,-5.7180625,105.5781855,"Jl. Sinar Laut, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
"Prast Island - Kalianda , Lampung Selatan",-5.6810825,105.5484606,"8G9X+H98, Merak Belantung ",,alam,1,1.0,False
PANTAI GOCENG,-5.6587042,105.5532993,"8HR3+G87, Merak Belantung, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Suak Keramat,-5.6359721,105.4459593,"9C7W+J9, Suak, Kec. Sidomulyo, Kabupaten Lampung Selatan, Lampung ",,alam,1,1.0,False
Pantai jondong,-5.768828,105.5810316,"6HJJ+FC7, Jondong, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
SENAYA BEACH,-5.715753,105.5757742,"Jl. Sinar Laut, Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551 ",,alam,1,1.0,False
Pantai Ketapang Pesawaran,-5.5908088,105.2346213,"C65M+MRH, Jl. Way Ratai, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Dewi Mandapa Pesawaran,-5.5723783,105.2436664,"Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Klara Lampung,-5.5799026,105.2131419,"Jl. Way Ratai No.99, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai kelapa kunjir,-5.5070375,105.2573276,"Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35236 ",,alam,1,1.0,False
Pantai Batu Mandi,-5.5775974,105.2007355,"C6C2+X79, Batumenyan, Kecamatan Teluk Pandan, Kabupaten Pesawaran, Lampung 35351 ",,alam,1,1.0,False
Pantai Mutun (MS Town Beach),-5.5140783,105.2629427,"Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Klara 2,-5.5830403,105.218281,"Desa, Batu Menyan, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
"Pantai Bensam - Pantai Ramah Anak , Pantai Hidden Gem di Lampung",-5.578379,105.2005472,"Jl. Way Ratai, Kabupaten Pesawaran, Lampung 35369 ",,alam,1,1.0,False
Pantai Mahitam,-5.5915415,105.2423384,"C65R+9W, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Sari Ringgung,-5.5575315,105.2521742,"Jl. Way Ratai No.KM. 14, Sidodadi, Teluk Pandan, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Mutun 2,-5.5172975,105.2643201,"F7M7+3PP, Jl. Pantai Mutun, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Cantri,-5.5123374,105.2720941,"F7QC+3R9, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Teluk Hantu,-5.7746176,105.2139656,"66G7+5H4, Unnamed Road, Pagar Jaya, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35379 ",,alam,1,1.0,True
Pantai Merud,-5.6362634,105.1924446,"957R+FXW, Dusun Pakuan, Durian, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35453 ",,alam,1,1.0,False
Pantai Mutun Water Boom,-5.5174591,105.2649658,"F7M7+2X8, Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pulau Kelagian Lunik,-5.6433977,105.2325189,"964M+J2R, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Sebalang,-5.569988,105.3773484,"C9MH+GVJ, sebalang, Dusun Sebalang, Tarahan, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
MARINES Eco Park,-5.6142694,105.1711016,"Sanggi, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
obyek wisata pahawang lampung,-5.6742298,105.2417888,"86GR+8P3, Pulau Pahawangkecil, Marga, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,True
Pantai Kamintara,-5.7920513,105.1957078,"655W+57G, Pagar Jaya, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Tangkil Beach,-5.5106921,105.269204,"F7Q9+PMG, Tangkil Beach, Sukajaya Lempasing, Kec. Padang Cermin, Kota Bandar Lampung, Lampung ",,alam,1,1.0,False
CUKUH BATU,-5.5260547,105.2549243,"F7F3+HXF, Kebun Kelapa, Kecamatan Teluk Pandan, Kabupaten Pesawaran, Lampung 35450 ",,alam,1,1.0,True
Pantai Pancur Permai,-5.7199394,105.1936747,"Kec. Punduh Pedada Kab. Prov., Sukarame, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai pagar jaya,-5.7712979,105.1783409,"65HH+F8P, Pagar Jaya, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35379 ",,alam,1,1.0,False
Muncak Pas,-5.495234,105.2266515,"G63G+WM2 Desa Munca, Hanura, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35453 ",,alam,1,1.0,True
Pantai Way Tataan,-5.4800988,105.2527207,"G793+X39, Sukamaju, Kec. Tlk. Betung Bar., Kota Bandar Lampung, Lampung ",,alam,1,1.0,False
Pantai Pasir Putih Lampung,-5.5302939,105.3575563,"Rangai Tri Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452 ",,alam,1,1.0,False
D'Rajash Beach Lampung,-5.5575315,105.2521742,"Jl. Way Ratai No.KM. 14, Sidodadi, Teluk Pandan, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Wisata Dasar Laut Pahawang TeA,-5.6622153,105.2099775,"Pulau Pahawang, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
PANTAI DERMAGA PIABUNG,-5.6099221,105.1713815,"95RC+2HJ, Jl. Piabung Dalam, Sanggi, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai UM Metro,-5.77235,105.185713,"65HP+37, Pagar Jaya, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Air Terjun Sinar Tiga(Sukma ilang),-5.530335,105.1034834,"F493+V99, Jl. Sinar Tiga, Harapan Jaya, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Taman Nemo,-5.6634717,105.2028368,"86P3+J48, Pulau Pahawang, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35453 ",,alam,1,1.0,False
Hutan Mangrove Petengoran,-5.5686379,105.2401007,"C6JR+G2X, Gebang, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Duta Wisata,-5.4768533,105.2525653,"Jl. Laksamana R.E.Martadinata, Kec. Tlk. Betung Bar., Lampung 35236 ",,alam,1,1.0,False
pantai tirtayasa,-5.4842046,105.2527274,"Sukamaju, Kec. Telukbetung Timur, Kota Bandar Lampung, Lampung ",,alam,1,1.0,False
Pantai Karem,-5.1811373,105.1948794,"R59W+G93, Rejoagung, Kec. Tegineneng, Kabupaten Pesawaran, Lampung 35363 ",,alam,1,1.0,False
Dermaga Tegal Mas Island Resort,-5.5617781,105.2734429,"C7QF+79, Gebang, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai teluk ancur,-5.7731632,105.1682071,"65G9+P7P, Unnamed Road, Sukamaju, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35379 ",,alam,1,1.0,False
Puncak Bukit Cendana Pesawaran,-5.5399929,105.1077046,"Hutan, Kec. Hutan, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Air Terjun Anglo,-5.5356366,105.0697182,"F379+PVW, Gn. Rejo, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung 35451 ",,alam,1,1.0,False
Pantai Mr.geprek,-5.7864994,105.2189049,"6679+CH2, Unnamed Road, Pagar Jaya, Kec. Punduh Pidada, Kabupaten Pesawaran, Lampung 35379 ",,alam,1,1.0,False
Tangkil Island,-5.510885,105.268681,"Sukajaya Lempasing, Kec. Padang Cermin, Kabupaten Pesawaran, Lampung ",,alam,1,1.0,False
Pantai Mandiri,-5.2509606,103.9725957,"Balai Kencana, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Pasir Putih Pesisir Barat,-5.3722534,104.0490675,"J2HX+4H, Marang, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Melasti,-5.3906977,104.0637871,"Jl. Bengkunat - Krui, Marang, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung 34875 ",,alam,1,1.0,False
Pantai Tanjung Setia,-5.3038746,104.0001075,"Jl. Lintas Barat Sumatera, Way Jambu, Kec. Pesisir Sel., Kabupaten Pesisir Selatan, Lampung 34875 ",,alam,1,1.0,False
Pantai Walur,-5.2156893,103.902526,"Walur, Kec. Krui Sel., Kabupaten Lampung Barat, Lampung 34874 ",,alam,1,1.0,False
Pantai Tembakak Krui,-5.1042461,103.8640447,"VVW7+8J3, Jl. Lintas Barat Sumatera, Way Sindi Utara, Kec. Karya Penggawa, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Pesisir Way Sindi,-5.1290712,103.9126222,"Way Sindi, Kec. Karya Penggawa, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Negri Tanumbang Krui,-5.0314723,103.7677628,"Jl. Khalipah Alam, Pesisir Barat, Lampung 34876 ",,alam,1,1.0,False
Pantai Batu Tihang,-5.0509659,103.8151882,"WRX8+J38, Kota Karang, Kec. Pesisir Utara, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Cemara Beach Henni Halom Pekon Pagar Dalam,-5.2929375,104.0083125,"P245+R8, Pagar Dalam, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung 34875 ",,alam,1,1.0,False
Pantai Pase,-5.3763968,104.0561539,"Marang, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung 34875 ",,alam,1,1.0,False
Pantai Marang (Pantai Kelapa Viral),-5.3842565,104.0608038,"J386+M5J, Jl. Bengkunat - Krui, Marang, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Ilahan,-5.2332145,103.9093422,"QW85+PP8, Walur, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Way Jambu,-5.3672214,104.0400157,"Bangun Negara, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Harapan,-5.3149366,103.9938291,"MXMV+VJG, Tj. Setia, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Pasir Putih Bangun Negara,-5.3697031,104.0467595,"J2JW+4P6, Bangun Negara, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Mayah,-5.2352879,103.9107728,"QW76+V8J, Lintik, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai ketapang indah krui.,-5.3218229,103.9987831,"MXHX+7GF, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Segarak,-5.088155,103.8492543,"Way Sindi Utara, Kec. Karya Penggawa, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Sharling,-5.136053,103.9185864,"VW79+HCG, Way Nukak, Kec. Karya Penggawa, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
BENAWANG BEACH,-5.0315502,103.7437191,"XP9V+9FH, Walur, Kec. Pesisir Utara, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Bidok Pekon Pelita Jaya,-5.2818173,104.0059279,"P294+79F, Tj. Jati, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Batu Mirau Malaya,-4.9686389,103.7178734,"2PJ9+G4X, Malaya, Kec. Lemong, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Balam Kerbang Dalam,-5.0314677,103.7818638,"XQ9J+CP9, Kerbang Dalam, Kec. Pesisir Utara, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai penggawa v tengah,-5.1471541,103.9286551,"VW3H+4FJ, Jl. Pantai Harapan, Penggawa Lima Tengah, Kec. Karya Penggawa, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai semincak,-5.066712,103.839566,"Jl. Lintas Barat Sumatera Pantai semincak indah No.3, Pemancar, Kec. Pesisir Utara, Kabupaten Pesisir Barat, Lampung 34576 ",,alam,1,1.0,False
PANTAI BUBA,-5.2526443,103.9772867,"PXXH+27, Balai Kencana, Kec. Krui Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Batu Sasundai,-5.0462256,103.7944648,"XQ3V+GQ4, Way Narta, Kec. Pesisir Utara, Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
PANTAI SERUNTING,-5.0008469,103.747726,"Jl. Pekon Balak No.85, Bandar Pugung, Kec. Lemong, Kabupaten Pesisir Barat, Lampung 34876 ",,alam,1,1.0,False
Pantai BUDANGIN,-5.3857422,104.0610774,"Marang, Kec. Pesisir Sel., Kabupaten Lampung Barat, Lampung ",,alam,1,1.0,False
Pantai Pekon Balak,-5.0071401,103.7448135,"XPVV+HWJ, Jl. Rarukah Penengahan, Penengahan, Kec. Lemong, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Bukit Selalau,-5.1830556,103.9317038,"RW8J+HPR, Ps. Krui, Kec. Pesisir Tengah, Kabupaten Pesisir Barat, Lampung 34874 ",,alam,1,1.0,False
Pantai Penaga Resort,-5.3121758,103.9936621,"MXQV+4FF, Tj. Setia, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung 34875 ",,alam,1,1.0,False
Pantai Kelapa Tinggi,-5.3203437,103.9972566,"MXHW+VW6, Biha, Kec. Pesisir Sel., Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Pantai Penengahan,-5.0190724,103.7442955,"Penengahan, Kec. Lemong, Kabupaten Lampung Barat, Lampung 34876 ",,alam,1,1.0,False
Tj. Setia,-5.3081467,104.0101369,,,alam,1,1.0,True
Pantai felix,-5.412985,104.0852669,"H3PP+R4, Sumber Agung, Kec. Ngambur, Kabupaten Pesisir Barat, Lampung ",,alam,1,1.0,False
Dermaga Pulau Pisang,-5.1171009,103.8516428,"Ps. Pulau Pisang, Kec. Pesisir Utara, Kabupaten Lampung Barat, Lampung 34878 ",,alam,1,1.0,False
Pantai Way Batang,-4.9666187,103.6585245,"Unnamed Road, Way Batang, Kec. Lemong, Kabupaten Pesisir Barat, Lampung 34877 ",,alam,1,1.0,False
